Username,Handle,Timestamp,Comments,Likes,Retweets,Text
One America News,@OANN,2020-12-14T00:30:07.000Z,"Authorities discuss who should receive the COVID-19 vaccine first - https://oann.com/authorities-discuss-who-should-receive-the-covid-19-vaccine-first/… #OANNAuthorities discuss who should receive the COVID-19 vaccine first | On
Following the FDA's approval of the 'Pfizer-Bio-n-Tech' coronavirus vaccine, questions arise as to who should receive the drug first.
oann.com",125,77,353
One America News,@OANN,2020-12-14T00:05:43.000Z,"Mo. man leaves gang life, now 2021 Teacher of the Year - https://oann.com/mo-man-leaves-gang-life-now-2021-teacher-of-the-year/… #OANNMo. man leaves gang life, now 2021 Teacher of the Year | One America N
A Missouri man who was once a gang member is now the state's 2021 teacher of the year.
oann.com",47,326,2.2K
One America News,@OANN,2020-12-13T23:58:04.000Z,"Facebook's independent fact checkers tied to Hillary Clinton, Communist China and George Soros https://rumble.com/vbv0nz-facebooks-independent-fact-checkers-tied-to-hillary-clinton-communist-china.html?mref=5z34n&mc=c3aii… #OANNFacebook's independent fact checkers tied to Hillary Clinton, Communist China and George Soros
Facebook's ""independent fact checkers"" are targeting One America News once again by censoring our reports online. However, a little digging reveals these ""fact checkers"" have questionable ties not onl
rumble.com",221,2.8K,6.2K
One America News,@OANN,2020-12-13T23:43:43.000Z,"Media’s COVID-19 Hypocrisy Exposed With Vish Burra - https://rumble.com/vbv09j-medias-covid-19-hypocrisy-exposed-with-vish-burra.html?mref=5z34n&mc=c3aii… #OANNMedia’s COVID-19 Hypocrisy Exposed With Vish Burra
After Hours catches up with Vish Burra – vice president of NYC Young Republicans – to discuss the hypocrisy in the media from the COVID-19 lockdowns.
rumble.com",26,256,1K
Christina Bobb,@christina_bobb,2020-12-13T23:35:33.000Z,"Each week gets better and better as 
@RudyGiuliani
 and team get more and more information.  We don’t tolerate fraudulent elections in this country.",365,3.6K,22.1K
One America News,@OANN,2020-12-13T22:50:46.000Z,"Police searching for suspect after 4 people injured in Brooklyn shooting - https://oann.com/police-searching-for-suspect-after-4-people-injured-in-brooklyn-shooting/… #OANNPolice searching for suspect after 4 people injured in Brooklyn shooti
New York City police are on the search for the suspect or suspects in a Saturday afternoon shooting in Brooklyn.
oann.com",28,145,522
One America News,@OANN,2020-12-13T22:45:49.000Z,"Nevada GOP Advisor on Voter Fraud in the State https://rumble.com/vbuxyh-nevada-gop-advisor-on-voter-fraud-in-the-state.html?mref=5z34n&mc=c3aii… #OANNNevada GOP Advisor on Voter Fraud in the State
Courts continue to turn a blind eye to evidence of voter fraud in several states. One America’s Christina Bobb spoke with a Republican advisor in Nevada to learn more about the challenges they face.
rumble.com",127,529,2.5K
Jenn Pellegrino OAN,@JennPellegrino,2020-12-13T22:10:32.000Z,"Tonight’s sunset over Washington DC as thousands of patriots head home after a peaceful weekend of gathering for faith, election integrity, and in support of President Trump.",789,1.7K,15.8K
One America News,@OANN,2020-12-13T22:21:53.000Z,"New details released on DOJ subpoena into Hunter Biden business dealings - https://oann.com/new-details-released-on-doj-subpoena-into-hunter-biden-business-dealings/… #OANNNew details released on DOJ subpoena into Hunter Biden business dealin
New information is coming to light in the probe into Hunter Biden as his 20-14 tax returns fail to include money he received from Burisma.
oann.com",65,697,2.2K
One America News,@OANN,2020-12-13T20:49:49.000Z,"Seattle considers misdemeanors if crime is linked to poverty, addiction, mental disorders - https://oann.com/seattle-considers-misdemeanors-if-crime-is-linked-to-poverty-addiction-mental-disorders/… #OANNSeattle considers misdemeanors if crime is linked to poverty, addictio
The Seattle City Council is weighing a new criminal code regulation that would excuse many misdemeanors.
oann.com",119,174,557
One America News,@OANN,2020-12-13T20:18:53.000Z,"N.C. officer fatally shot in the line of duty - https://oann.com/n-c-officer-fatally-shot-in-the-line-of-duty/… #OANNN.C. officer fatally shot in the line of duty | One America News Netwo
A small North Carolina community is mourning after an officer is killed in the line of duty.
oann.com",57,283,791
One America News,@OANN,2020-12-13T19:16:26.000Z,"Azar: All nursing home patients may be vaccinated by Christmas - https://oann.com/azar-all-nursing-home-patients-may-be-vaccinated-by-christmas/… #OANNAzar: All nursing home patients may be vaccinated by Christmas | One A
A federal health official said the coronavirus vaccine could be administered to all nursing home patients by Christmas.
oann.com",180,284,1.3K
One America News,@OANN,2020-12-13T17:32:25.000Z,"‘Moms for America’ throws ‘Keep Christmas Rally and Celebration’ in Washington D.C. - https://oann.com/moms-for-america-throws-keep-christmas-rally-and-celebration-in-washington-d-c/… #OANN'Moms for America' throws 'Keep Christmas Rally and Cel
'Moms for America' is throwing a 'Keep Christmas Rally and Celebration' to push back on government overreach.
oann.com",37,227,1.2K
One America News,@OANN,2020-12-13T17:27:39.000Z,"State Dept. Shines Spotlight On Plight Of Uyghur Muslims In China - https://rumble.com/vbunq5-state-dept.-shines-spotlight-on-plight-of-uyghur-muslims-in-china.html?mref=5z34n&mc=c3aii… #OANNState Dept. Shines Spotlight On Plight Of Uyghur Muslims In China
The State Department is giving voice to ethnic Uyghurs by denouncing China’s treatment of religious minorities. One America’s Hans Hubbard reports.
rumble.com",41,484,1.8K
Jenn Pellegrino OAN,@JennPellegrino,2020-12-13T16:47:59.000Z,"Over 75M Americans agree.Quote Tweet
Donald J. Trump
@realDonaldTrump
 · Dec 13
MOST CORRUPT ELECTION IN U.S. HISTORY!
This claim about election fraud is disputed",223,1.7K,8.5K
One America News,@OANN,2020-12-13T16:56:18.000Z,"Good morning! Tune in to One America News for the latest. 
(The American Flag hangs from in front of the New York Stock Exchange in lower Manhattan on September 21, 2020 in New York City. Photo by Spencer Platt/Getty Images) #OANN",42,149,1.3K
Jenn Pellegrino OAN,@JennPellegrino,2020-12-13T15:54:44.000Z,"HAPPENING NOW: “Keep Christmas” event set to begin on National Mall in DC.

Group ‘Moms for America’ organized event celebrating faith & freedom, in response to “cancel culture and overreaching politicians” trying to cancel Christmas. 
@OANN",84,620,3.2K
Dana Alexa OAN,@DanaAlexaNews,2020-12-13T16:37:56.000Z,"#NEW: The first batch of Pfizer-BioNTech #Covid-19 vaccine leaves a Michigan facility. The first wave of deliveries will see 150 locations supplied with the vaccine, and a second shipment will go to another 450 sites.",87,130,802
Christina Bobb,@christina_bobb,2020-12-13T14:19:29.000Z,"And they want you to believe Biden won. Quote Tweet
RSBN
@RSBNetwork
 · Dec 12
Just a handful of the MASSIVE crowd of patriots gathered in DC today to support @realDonaldTrump⁩
0:03
937.8K views",1.4K,9K,47.9K
Alex Salvi,@alexsalvinews,2020-12-13T04:17:07.000Z,The Trump campaign appeals the case that was dismissed Saturday by the Wisconsin federal court to the 7th Circuit:,169,1.3K,8.3K
Christina Bobb,@christina_bobb,2020-12-13T01:04:07.000Z,"@realDonaldTrump
 wins",283,702,9K
One America News,@OANN,2020-12-13T00:09:26.000Z,"YouTube ramping up censorship of election voter fraud - https://oann.com/youtube-ramping-up-censorship-of-election-voter-fraud/… #OANNYouTube ramping up censorship of election voter fraud | One America Ne
YouTube, the online video sharing platform, will begin removing content from its site related to voter fraud during the 2020 presidential election.
oann.com",172,861,2.5K
Jenn Pellegrino OAN,@JennPellegrino,2020-12-13T00:03:09.000Z,"Venezuelan-Americans at today’s Trump rally in DC: “We don’t want to lose the United States. We already lost our country - people are dying, starving. The right person to be in the administration is Donald Trump to continue with four more years.” 
@OANN",349,5K,17K
One America News,@OANN,2020-12-12T23:07:32.000Z,"Owner of Portland ‘Red House’ speaks out as protests enter Day 4 - https://oann.com/owner-of-portland-red-house-speaks-out-as-protests-enter-day-4/… #OANNOwner of Portland 'Red House' speaks out as protests enter D
The owner of Portland's 'Red House on Mississippi' spoke out as protests surrounding the property become increasingly violent.
oann.com",36,172,839
Christina Bobb,@christina_bobb,2020-12-12T22:48:27.000Z,"Good bless America!Quote Tweet
Boris Epshteyn
@BorisEP
 · Dec 12
The American people are FIGHTING for ⁦@realDonaldTrump⁩!",210,1K,8.5K
One America News,@OANN,2020-12-12T22:40:09.000Z,"Sarah Palin campaigns for Republicans in Ga. Senate runoffs - https://oann.com/sarah-palin-campaigns-for-republicans-in-ga-senate-runoffs/… #OANNSarah Palin campaigns for Republicans in Ga. Senate runoffs | One Amer
Multiple Republicans headed to Georgia to rally in support of Sen. Kelly Loeffler (R-Ga.) and Sen. David Perdue (R-Ga.) ahead of the crucial runoff elections.
oann.com",139,609,4.8K
Christina Bobb,@christina_bobb,2020-12-12T20:38:14.000Z,HAPPENING NOW: Trump supporters at the US Capitol,173,873,8.2K
Dana Alexa OAN,@DanaAlexaNews,2020-12-12T20:07:25.000Z,"#LIVE: President 
@realDonaldTrump
 is attending Michie Stadium at West Point, NY. The Army Black Knights will host the Navy Midshipmen for the first time in 77 years.",45,321,2.6K
Jenn Pellegrino OAN,@JennPellegrino,2020-12-12T19:48:46.000Z,"HAPPENING NOW: Thousands of Trump supporters march towards the Capitol Building and US Supreme Court. 
@OANN",270,2.2K,16.4K
Jenn Pellegrino OAN,@JennPellegrino,2020-12-12T19:50:28.000Z,"Trump supporters march to US Supreme courtJenn Pellegrino OAN
@JennPellegrino
Trump supporters march to US Supreme court
pscp.tv",602,6.1K,36.9K
Jenn Pellegrino OAN,@JennPellegrino,2020-12-12T19:06:13.000Z,"HAPPENING NOW: Tens of thousands continue to peacefully gather in Washington DC in support of President Trump, and election integrity.0:47
336.5K views",1K,8.2K,42.5K
One America News,@OANN,2020-12-12T19:11:41.000Z,"President Trump: Supreme Court let us down, but the fight continues - https://oann.com/president-trump-supreme-court-let-us-down-but-the-fight-continues/… #OANNPresident Trump: Supreme Court let us down, but the fight continues |
President Trump expressed his disappointment over a Supreme Court decision on voter fraud. In a series of tweets on Friday, the President said ""The Supreme Court really let us down.""
oann.com",131,736,5.5K
Emily Finn,@EmilyRoseFinn,2020-12-12T18:33:52.000Z,"#LIVE: Today’s election fraud hearing in Wisconsin is underway. Tune in to 
@OANN
 to watch live now!",165,579,2.7K
One America News,@OANN,2020-12-12T18:32:00.000Z,"#HappeningNow: 
@OANN
 is also covering today's Madison, Wisconsin hearing on Election Fraud. We will be checking back into the March for Trump Bus Rally throughout the day. #OANN",162,952,6.6K
Alex Bruesewitz,@alexbruesewitz,2020-12-12T14:38:42.000Z,"The media for YEARS ran fake story after fake story about 
@realDonaldTrump
, 
@DonaldJTrumpJr
 & the entire Trump family just to try to make them look bad

But they turned a blind eye to the REAL crimes being committed by crackhead Hunter Biden

FAKE NEWS IS THE ENEMY OF THE PEOPLE!The following media includes potentially sensitive content. Change settings
View",85,1.1K,3.6K
One America News,@OANN,2020-12-12T18:22:00.000Z,"Prosecutors charge 40 people in prison drug scheme - https://oann.com/prosecutors-charge-40-people-in-prison-drug-scheme/… #OANNProsecutors charge 40 people in prison drug scheme | One America News
Federal prosecutors in South Carolina sounded the alarm on a criminal enterprise inside the state's prisons.
oann.com",20,181,844
Jack Posobiec,@JackPosobiec,2020-12-12T17:22:16.000Z,President Trump flies over Freedom Plaza,439,6.1K,27.5K
One America News,@OANN,2020-12-12T17:44:53.000Z,"2 women arrested after driving into crowd of protesters in Manhattan - https://oann.com/2-women-arrested-after-driving-into-crowd-of-protesters-in-manhattan/… #OANN2 women arrested after driving into crowd of protesters in Manhattan |
Multiple people were injured after a car drives through a crowd of protesters in Manhattan.
oann.com",69,206,828
Jennifer Franco,@jennfranconews,2020-12-12T17:35:28.000Z,"NEW: Operation Warp Speed Gen. Gustave Perna Gen. says the nation's first COVID-19 vaccine will begin arriving in states Monday morning.

•UPS & FedEx will deliver Pfizer's vaccine to nearly 150 state locations. 

•Another 450 sites will get the vaccine on Tuesday & Wednesday.",86,223,1.1K
One America News,@OANN,2020-12-09T18:45:41.000Z,"Can you trust a leader who’s “owned” by the enemy? Joe Biden seems to think you can. Biden family corruption knows no borders. 

Join 
@ChanelRion
 to find out how the Democrat’s power as China ""Point Man"" translated into personal dollar signs for the Biden family. #OANN",353,3.6K,10.1K
One America News,@OANN,2020-12-12T16:21:47.000Z,"Good morning! 
 Tune in to 
@OANN
 for the latest.
(Photo: A worker cleans near an American flag and Christmas decorations in the mostly empty El Paso International Airport on November 12, 2020 in El Paso, Texas.)",51,167,1.3K
Jenn Pellegrino OAN,@JennPellegrino,2020-12-12T14:51:23.000Z,"HAPPENING NOW: Trump supporters gather in Washington to “Stop the Steal!”  

This group traveled from Texas, Maryland, and Mississippi.
@OANN",382,2.1K,12.2K
Emily Finn,@EmilyRoseFinn,2020-12-12T15:08:26.000Z,"#NEW: The President comments on the March for Trump taking place in D.C. today. Make sure to stay tuned to 
@OANN
 for live coverage throughout the event.Quote Tweet
Donald J. Trump
@realDonaldTrump
 · Dec 12
Wow! Thousands of people forming in Washington (D.C.) for Stop the Steal. Didn’t know about this, but I’ll be seeing them! #MAGA",96,823,6.1K
Dana Alexa OAN,@DanaAlexaNews,2020-12-12T14:39:21.000Z,#SOON: Trump supporters are set to rally in D.C. today in the 'March For Trump' event. Many have voiced their concerns of what they say is rampant voter fraud that has since swept the nation.,120,594,4K
Emily Finn,@EmilyRoseFinn,2020-12-12T12:11:41.000Z,"We're gearing up for a busy Saturday! I'll be at the anchor desk on 
@OANN
 at 7AM 9AM & 11AM checking in with our WH correspondent 
@JennPellegrino
 who will be covering the March for Trump Bus Tour live. We're also keeping an eye on the Trump team's hearing at the WI Supreme Court.",103,522,4.2K
One America News,@OANN,2020-12-12T10:30:00.000Z,"#TODAY: President Trump’s supporters descend on Washington, D.C. to demand transparency and protect election integrity! 

Tune in to 
@OANN
 for LIVE coverage throughout the day!",339,2.6K,12.3K
One America News,@OANN,2020-12-12T04:30:04.000Z,"GOP concern grows amid revelations of Democrat ties with China https://rumble.com/vbtdy3-gop-concern-grows-amid-revelations-of-democrat-ties-with-china.html?mref=5z34n&mc=c3aii… #OANNGOP concern grows amid revelations of Democrat ties with China
A number of Democrat politicians are coming under fire for their links to China. One America’s Jennifer Franco has more on the potential threats these ties pose to the U.S.
rumble.com",238,1.4K,5.2K
One America News,@OANN,2020-12-12T03:59:14.000Z,"Hagerty: Ossoff didn’t disclose funds from firms tied to Chinese - https://rumble.com/vbtdll-hagerty-ossoff-didnt-disclose-funds-from-firms-tied-to-chinese.html?mref=5z34n&mc=c3aii… #OANNHagerty: Ossoff didn’t disclose funds from firms tied to Chinese
Tennessee Senator-elect Bill Hagerty is accusing Georgia Democrat Senate candidate Jon Ossoff of failing to disclose compensation from businesses controlled by the Chinese Communist Party and Al Jazee
rumble.com",91,909,2.3K
One America News,@OANN,2020-12-12T03:14:43.000Z,Retailers warn of delayed shipping this holiday season - https://oann.com/retailers-warn-of-delayed-shipping-this-holiday-season/… #OANN,44,64,261
One America News,@OANN,2020-12-12T02:45:06.000Z,"#BREAKING: The FDA officially approves the Pfizer-BioNtech coronavirus vaccine, the first approved in the U.S. #OANN",198,501,4.1K
Alex Salvi,@alexsalvinews,2020-12-12T02:37:57.000Z,"Pres. Trump releases a video message praising the FDA’s emergency approval for Pfizer-BioNTech’s COVID vaccine:From 
Donald J. Trump",124,526,3.4K
Alex Salvi,@alexsalvinews,2020-12-12T02:28:19.000Z,"BREAKING: The U.S. greenlights the first COVID-19 vaccine, launching a nationwide vaccination campaign needed to defeat the pandemic. (
@AP
)",171,242,2K
Stephanie Myers,@_StephanieMyers,2020-12-12T02:25:10.000Z,"#BREAKING The FDA officially approves the Pfizer-Biontech coronavirus vaccine, the first approved in the U.S.",133,260,1.6K
One America News,@OANN,2020-12-12T02:06:39.000Z,"WSJ: AG William Barr kept Hunter Biden investigations secret before 2020 - https://oann.com/wsj-ag-william-barr-kept-hunter-biden-investigations-secret-before-2020/… #OANNWSJ: AG William Barr kept Hunter Biden investigations secret before 20
Attorney General William Barr is under fire for reportedly keeping information about Biden family corruption out of the public's eye for the past two years.
oann.com",441,1.4K,4.4K
The Truth Gazette,@Truth_Gazette,2020-12-11T23:58:30.000Z," HUGE! I just recorded an interview with 
@alexsalvinews
 to air on 
@OANN
’s “After Hours” TONIGHT! This is my first National TV Interview since the Election and don’t worry...I didn’t hold back 
 

TUNE IN 10 PM EST / 9 PM CST
Don’t miss it! TUNE IN TONIGHT ",35,103,604
Alex Salvi,@alexsalvinews,2020-12-11T23:37:36.000Z,"BREAKING: The Supreme Court rejects the Texas lawsuit to overturn the election results in Georgia, Michigan, Pennsylvania and Wisconsin.",458,796,1.4K
Jennifer Franco,@jennfranconews,2020-12-11T23:35:50.000Z,BREAKING: The U.S. Supreme Court denies a Texas lawsuit seeking to overturn the 2020 election results in 4 battleground states. https://assets.documentcloud.org/documents/20423337/order.pdf…,299,472,831
Kara McKinney OANN,@Nefertari_25,2020-12-11T23:12:47.000Z,"Tonight on Tipping Point 
@OANN
 

I talk to
@alexbruesewitz
 
@jeffreyatucker
 
@TheRealJohnHCox
 
@LailaMickelwait
 
@DrJrobackmorse
 

About the following...",42,115,587
One America News,@OANN,2020-12-11T23:23:17.000Z,"Del. repair shop owner involved in Hunter Biden case defends himself against claims he is a Russian hacker - https://oann.com/del-repair-shop-owner-involved-hunter-biden-case-defends-himself-against-claims-he-is-a-russian-hacker/… #OANNDel. repair shop owner involved in Hunter Biden case defends himself a
The owner of the Delaware laptop repair shop where Hunter Biden's hard drive was found is defending himself against baseless allegations that he is a Russian hacker.
oann.com",50,299,1.3K
Christina Bobb,@christina_bobb,2020-12-11T23:01:07.000Z,"Is 
@BrianKempGA
 covering up more than election fraud?  He’s working awfully hard to hide the results while appearing not to.",235,1.2K,7.2K
One America News,@OANN,2020-12-11T22:49:53.000Z,"Truck rams into group of cyclists, killing 5, injuring 4 - https://oann.com/truck-rams-into-group-of-cyclists-killing-5-injuring-4/… #OANN",47,145,393
Amber Coakley,@_Amber_Coakley,2020-12-11T22:16:17.000Z,"#NEW: Facebook slaps One America News with account restrictions after it's so-called ""fact-checkers"" cry ""false news"" regarding coverage on election irregularities. #OANN",186,844,2.3K
Dan Ball,@DanNewsManBall,2020-12-11T22:15:01.000Z,"Tonight on Real America 
 @OANN
 

Special guests-
@AGRutledge
 
@jsolomonReports
 
@KitsonLA
 - Owner Fraser Ross
@recallgavin2020
 - Senior Advisor Orrin Heatlie
@JM_Butcher
 

 8PM EST | 5PM PST
@TeamTrump
 @realDonaldTrump
 @POTUS0:25
28.4K views",32,122,554
One America News,@OANN,2020-12-11T21:24:52.000Z,"At this time, Facebook is no longer allowing One America News to live stream our 24/7 broadcast via fan subscriptions. All payments have been canceled. 

We encourage you to visit https://klowdtv.com and subscribe for uncensored access to our network. #OANN",572,4.4K,10.3K
Robert Herring,@RobHerring,2020-12-11T22:12:29.000Z,"After the last two weeks, if you have any doubts about President Trump winning the election then you haven't been watching 
@OANN
. 
@realDonaldTrump
 #OANN",113,562,3.5K
KlowdTV,@KlowdTelevision,2020-12-11T22:01:59.000Z,"Come See Us at http://klowdtv.com

We are HAPPY to serve you 
@OANN
 !!

Watch for FREE until 2021!Quote Tweet
One America News
@OANN
 · Dec 11
At this time, Facebook is no longer allowing One America News to live stream our 24/7 broadcast via fan subscriptions. All payments have been canceled. 

We encourage you to visit https://klowdtv.com and subscribe for uncensored access to our network. #OANN",25,189,618
KlowdTV,@KlowdTelevision,2020-12-11T21:37:21.000Z,"March for Trump to take place in Washington, D.C. this weekend! Tune in to 
@OANN
 for LIVE Coverage!

Watch for FREE!

http://klowdtv.comOne America News",43,508,2.1K
Josh Hammer,@josh_hammer,2020-12-11T18:13:53.000Z,"Will be on 
@OANN
 later with 
@STEPHMHAMILL
 to discuss the latest developments in the unfolding Hunter Biden legal saga. Hope you tune in!",26,139,1.1K
Stephanie Hamill,@STEPHMHAMILL,2020-12-11T21:33:55.000Z,"Tune in to ""In Focus"" on 
@OANN
 at 6PME
We have a lot of great guests & so much to talk about! Texas AG 
@KenPaxtonTX
, 
@DavidLimbaugh
,  
@Newsweek
’s 
@josh_hammer
, Doctor 
@Jonathanbaugh
, 
@joecollins43rd
 & more join me! 

See you soon! ",36,168,857
KlowdTV,@KlowdTelevision,2020-12-11T21:28:05.000Z,"Tune in Saturday and Sunday to the 
@OANN
 channel to watch The Art of the Steal: Eyewitness Accounts of the Controversial 2020 Election 10pm EST/ 7pm PST.

Watch for FREE!

http://klowdtv.com",20,203,655
Patrick Hussion,@PatrickHussion,2020-12-11T19:10:33.000Z,"**Link to the full document including ""New California"" & ""New Nevada""...
https://supremecourt.gov/DocketPDF/22/22O155/163506/20201211114620451_Amicus%202020-12-11.pdf…",40,240,874
Patrick Hussion,@PatrickHussion,2020-12-11T18:56:47.000Z,"**NEW: The hypothetical states of ""New California"" & ""New Nevada"" have joined the list of real states on the amicus brief in support of the Texas-led lawsuit seeking to sue 4 battleground states to invalidate their election results.",156,719,4.1K
Jennifer Franco,@jennfranconews,2020-12-11T18:53:03.000Z,84-13 vote approving NDAA is veto-proof.,139,131,604
Jennifer Franco,@jennfranconews,2020-12-11T18:42:53.000Z,"BREAKING: The Senate passes the National Defense Authorization Act (NDAA) in a vote of 84-13.

The measure now heads to President Trump who is threatening to veto the bill because it fails to clamp down on big tech companies.",480,1.4K,7.9K
One America News,@OANN,2020-12-11T18:27:13.000Z,"‘March for Trump’ to take place in Washington, D.C. this weekend, OAN will provide LIVE coverage - https://oann.com/march-for-trump-to-take-place-in-washington-d-c-this-weekend-oan-will-provide-live-coverage/… #OANN 
@JackPosobiec'March for Trump' to take place in Washington, D.C. this wee
Tens of thousands of President Trump's supporters are set to descend on Washington, D.C. this weekend to demand transparency and protect election integrity. One America's Jack Posobiec spoke
oann.com",234,2.1K,7.2K
One America News,@OANN,2020-12-11T17:59:53.000Z,"Retiring GOP Sen. Pat Roberts urges bipartisanship - https://oann.com/retiring-gop-sen-pat-roberts-urges-bipartisanship/… #OANNRetiring GOP Sen. Pat Roberts urges bipartisanship | One America News
The longest serving member of Congress in Kansas history delivered what he called his ""adios amigos speech"" on the Senate floor.
oann.com",84,67,385
One America News,@OANN,2020-12-11T17:42:33.000Z,"#HappeningNow on 
@OANN
: Wis. state lawmakers question witnesses on voter fraud claims. 

Tune in to One America News for LIVE coverage! #OANNQuote Tweet
One America News
@OANN
 · Dec 11
#HappeningNow on @OANN: Election commissioner testifies on voting irregularities in Wis. 

Tune in to One America News for LIVE coverage! #OANN",80,286,1.4K
One America News,@OANN,2020-12-11T17:40:26.000Z,"VP Pence returns to Ga. to campaign for GOP senators ahead of runoff elections - https://oann.com/vp-pence-returns-to-ga-to-campaign-for-gop-senators-ahead-of-runoff-elections/… #OANNVP Pence returns to Ga. to campaign for GOP senators ahead of runoff e
Vice President Mike Pence returned to the Peach State to campaign for the state's Republican Senators Kelly Loeffler and David Perdue. On Thursday, he traveled to Augusta to met with supporters a
oann.com",25,178,1.3K
One America News,@OANN,2020-12-11T17:18:27.000Z,"President Trump releases National Space Policy - https://oann.com/president-trump-releases-national-space-policy/… #OANNPresident Trump releases National Space Policy | One America News Netw
President Trump has officially unveiled the U.S. National Space Policy, which outlines his principles and priorities for the country's future operations in space.
oann.com",29,455,2.3K
One America News,@OANN,2020-12-11T17:07:25.000Z,"House passes bill to examine consequences of private drone use near sites of active wildfires - https://oann.com/house-passes-bill-to-examine-consequences-of-private-drone-use-near-sites-of-active-wildfires/… #OANNHouse passes bill to examine consequences of private drone use near si
The House has passed a bill geared toward looking into the damaging effects of people flying personal drones near wildfires. On Thursday, the lower chamber voted 382-to-six to pass the Aerial Incursio
oann.com",28,135,582
One America News,@OANN,2020-12-11T16:52:35.000Z,"#HappeningNow on 
@OANN
: Election commissioner testifies on voting irregularities in Wis. 

Tune in to One America News for LIVE coverage! #OANN",83,708,3.9K
Stephanie Myers,@_StephanieMyers,2020-12-11T16:44:43.000Z,#BREAKING Wisconsin's State Court Judge rules against Trump campaign lawsuit,317,289,748
John Rossomando,@John_Rossomando,2020-12-11T16:29:23.000Z,"Thanks again to 
@Nefertari_25
 for having me on her 
@OANN
 program to discuss 
@JoeBiden
's SECDEF nominee Gen. Austin's disastrous strategy against ISIS when he ran U.S. Central Command under 
@BarackObama
.Biden's Pentagon Pick with John Rossomando
Biden's Pentagon Pick with John Rossomando
rumble.com",13,144,461
One America News,@OANN,2020-12-11T16:48:40.000Z,"Sen. Cruz, Sen. WhiteHouse clash over Section 230 - https://oann.com/sen-cruz-sen-whitehouse-clash-over-section-230/… #OANNSen. Cruz, Sen. WhiteHouse clash over Section 230 | One America News N
Sen. Ted Cruz (R-Texas) is coming down on Big Tech for their continued bias against conservative voices.
oann.com",48,361,1.5K
One America News,@OANN,2020-12-11T16:23:45.000Z,Judge disqualifies prosecutor in McCloskey case - https://oann.com/judge-disqualifies-prosecutor-in-mccloskey-case/… #OANN,48,487,2.6K
One America News,@OANN,2020-12-11T15:14:54.000Z,"SCOTUS ruling could resolve 2020 election in President Trump&apos;s favor https://rumble.com/vbsg3h-scotus-ruling-could-resolve-2020-election-in-president-trumps-favor.html… #OANN 
@rpollockDCSCOTUS ruling could resolve 2020 election in President Trump's favor
The final results of the 2020 election may be decided by a lawsuit filed by the Texas attorney general that's now before the U.S. Supreme Court. This legal action, which focuses on alleged election fr
rumble.com",309,1.1K,6.4K
One America News,@OANN,2020-12-11T14:43:52.000Z,"Trump legal team discusses state legislators https://rumble.com/vbsf6p-trump-legal-team-discusses-state-legislators.html… #OANN 
@christina_bobbTrump legal team discusses state legislators
The battle for the White House continues as President Trump's legal team tackles the constitutional issues surrounding the electoral college. One America's Christina Bobb sat down with the campaign's
rumble.com",44,272,1.3K
One America News,@OANN,2020-12-11T14:43:03.000Z,"GOP Rep. Biggs slams Ariz. Gov. over voter https://rumble.com/vbs2ep-gop-rep.-biggs-slams-ariz.-gov.-over-voter.html… #OANNGOP Rep. Biggs slams Ariz. Gov. over voter
The GOP is pursuing a series of legal challenges involving the election as the president and his legal team do the same. One America’s Jennifer Franco has the latest on some of the key battles to look
rumble.com",41,415,2K
One America News,@OANN,2020-12-11T14:23:28.000Z,"Good morning! Tune in to One America News for the latest!

(Photo: an American flag flies outside the Department of Justice in Washington, D.C. -- Andrew Harnik via AP) #OANN",50,228,1.6K
Emily Finn,@EmilyRoseFinn,2020-12-11T12:33:42.000Z,"#NEW: FDA announces it ""will rapidly work toward finalization and issuance of an emergency use authorization"" for Pfizer-BioNTech's COVID-19 vaccine. 

According to HHS 
@SecAzar
, people could expect to be getting vaccinated by ""Mon or Tue of next week"".FDA Statement on Vaccines and Related Biological Products Advisory Committee Meeting
FDA Statement on Vaccines and Related Biological Products Advisory Committee Meeting
fda.gov",61,127,554
Alex Salvi,@alexsalvinews,2020-12-11T07:49:56.000Z,"Texas Attorney General Ken Paxton on his lawsuit filed in the Supreme Court:
@KenPaxtonTX
: ""We ran an election run by state law and other states didn't so it affects the integrity of the entire election and [SCOTUS] is the only place we can go.""

(4/4)0:39
39.4K views",57,555,2.7K
Alex Salvi,@alexsalvinews,2020-12-11T07:49:49.000Z,"Texas Attorney General Ken Paxton on his lawsuit filed in the Supreme Court:
@KenPaxtonTX
: ""Pres. Trump I believe has talked to Sen. Cruz ... [he] would be a great person to argue this case and we're hoping it all works out in the way the president and Sen. Cruz want.""

(3/4)",17,286,1.7K
Alex Salvi,@alexsalvinews,2020-12-11T07:49:42.000Z,"Texas Attorney General Ken Paxton on his lawsuit filed in the Supreme Court:
@KenPaxtonTX
: ""The remedy we're seeking is have the legislature make the determination as to who they want to be voted upon by their electors.""

(2/4)",12,215,1.1K
Alex Salvi,@alexsalvinews,2020-12-11T07:49:34.000Z,"Texas Attorney General Ken Paxton on his lawsuit filed in the Supreme Court:
@KenPaxtonTX
: ""The Constitution requires the legislature of each state make the determinations as to what's supposed to happen and that did not happen pursuant to the Constitution and state law.""

(1/4)",72,636,3K
