Username,Handle,Timestamp,Comments,Likes,Retweets,Text
Jack Posobiec,@JackPosobiec,2020-12-09T22:26:17.000Z,"They're trying to say Hunter Biden's investigation has nothing to do with his foreign payments. Having been through 2 sets of his emails, that's definitely where the bulk of his money was coming from.",210,3.4K,16.1K
Jack Posobiec,@JackPosobiec,2020-12-09T22:00:54.000Z,"I can't imagine why Hunter Biden would be under financial investigationQuote Tweet
Jack Posobiec
@JackPosobiec
 · Oct 25
BREAKING: Hunter Biden associate reveals $200M invested by Russian oligarch

This is what they received from the Moscow mayor’s wife

@OANN @MatthewTyrmand
Show this thread",245,2.2K,7.1K
Stephanie Hamill,@STEPHMHAMILL,2020-12-09T21:59:27.000Z,"Tune in to ""In Focus"" on 
@OANN
 at 6PME
We have a lot of great guests and so much to talk about! The Trump Campaign’s 
@TimMurtaugh
, the king of memes 
@DC_Draino
 , 
@TheOfficerTatum
 , 
@TPUSA
’s 
@robsmithonline
, 
@CharlesSauer
 and more will join me! 

See you soon! ",45,175,970
Dan Ball,@DanNewsManBall,2020-12-09T21:59:53.000Z,"Tonight on Real America 
 @OANN
 

Special guests-
@JennaEllisEsq
 
@RepGosar
 
@phsaloon
 - Owner Angela Marsden
@MarkOlivaTweets
 
Sebella & Michael Decarlo
@TeamTrump
 @realDonaldTrump
 @POTUS",23,107,504
Greta Wall,@GretaLWall,2020-12-09T21:51:40.000Z,"#NEW The House votes 343-67 to pass a continuing resolution, funding the government through December 18th and avoiding a shutdown on December 11th. 

Bill now heads to the Senate.",76,180,913
One America News,@OANN,2020-12-09T21:41:07.000Z,"RNC files lawsuit to uphold voting laws ahead of Ga. runoff elections - https://oann.com/rnc-files-lawsuit-to-uphold-voting-laws-ahead-of-ga-runoff-elections/… #OANNRNC files lawsuit to uphold voting laws ahead of Ga. runoff elections
The GOP has filed a lawsuit in Georgia to ensure that election law is properly followed in the January runoff election. The suit was filed on Tuesday and includes allowing proper access for poll-watch
oann.com",55,558,2.7K
Patrick Hussion,@PatrickHussion,2020-12-09T21:27:52.000Z,"As more power companies continue to reduce their reliance on coal... the coal mining industry has now lost 8,000 jobs (15% of its workforce) over the last year, according to the November jobs report.",33,96,484
Stephanie Myers,@_StephanieMyers,2020-12-09T21:21:24.000Z,"NEW:
Hunter Biden reveals his taxes are under investigation by the U.S. attorney's office",143,404,2.8K
One America News,@OANN,2020-12-09T21:21:33.000Z,"One America News Investigates: The Art of the Steal https://rumble.com/vbpvoj-one-america-news-investigates-the-art-of-the-steal.html… #OANNOne America News Investigates: The Art of the Steal
In this edition of One America News Investigates, whistleblowers come forward and highlight serious allegations of election irregularities as well as corruption. These brave Americans may represent th
rumble.com",49,645,2.4K
Jennifer Franco,@jennfranconews,2020-12-09T21:08:36.000Z,"BREAKING: Hunter Biden statement on federal tax investigation:

“I am confident that a professional and objective review of these matters will demonstrate that I handled my affairs legally and appropriately, including with the benefit of professional tax advisors.”",252,455,1.9K
Greta Wall,@GretaLWall,2020-12-09T21:08:10.000Z,"#MarketWrap Wall St closes lower amid falling optimism for a stimulus deal

DJIA -0.35%, 105.07 points at 30,068

NASDAQ -1.94%, 243.82 points at 12,338

S&P 500 -0.79%, 29.43 points at 3,672",10,66,286
Alex Salvi,@alexsalvinews,2020-12-09T21:00:08.000Z,BREAKING: Hunter Biden issues an official statement from the Biden transition team stating his taxes are under investigation by the U.S. Attorney’s Office in Delaware:,525,1.6K,4.4K
Alex Salvi,@alexsalvinews,2020-12-09T19:46:55.000Z,BREAKING: The FTC and 48 states seek to break up Facebook as they accuse the tech giant of becoming a social media monopoly by illegally squashing competition by buying up rivals.,462,5.7K,19K
Jennifer Franco,@jennfranconews,2020-12-09T19:38:34.000Z,"NEW: Rep. Andy Biggs (R-AZ) tells me he's spoken w/the attorney representing the plaintiffs in the AZ election case recently dismissed by the State Supreme Court, & they're going to appeal to SCOTUS & ""believe that there is evidence of, if not fraud, votes that were miscounted.""",74,729,3.8K
One America News,@OANN,2020-11-11T14:44:55.000Z,"Now that Fox News has joined the mainstream media in censoring factual reporting, the most powerful leaders in the world count on One America News to deliver the truth to YOU. 

Sign up for FREE today via 
@KlowdTelevision
 at https://klowdtv.com/join/credentials/email.ktv…! #OANN #KlowdTV",764,7.7K,27.4K
One America News,@OANN,2020-12-09T18:12:43.000Z,"Sen. Hawley: Court challenges may aid quest for accurate vote count https://rumble.com/vbplgh-sen.-hawley-court-challenges-may-aid-quest-for-accurate-vote-count.html… #OANNSen. Hawley: Court challenges may aid quest for accurate vote count
Sen. Josh Hawley (R-Mo.) said there are several pending court cases, which could present a path to making sure every legal vote is counted in the presidential election. One America's John Hines spoke
rumble.com",47,413,2.1K
One America News,@OANN,2020-12-09T18:12:10.000Z,"Author discusses book surrounding Pearl Harbor and U.S. response https://rumble.com/vbpl5d-author-discusses-book-surrounding-pearl-harbor-and-u.s.-response.html… #OANN 
@_StephanieMyersAuthor discusses book surrounding Pearl Harbor and U.S. response
In commemorating the attack on Pearl Harbor, One America's Stephanie Myers spoke with author Craig Shirley about his book ""December 1941: 31 Days that Changed America and Saved the World.""
rumble.com",13,64,438
Greta Wall,@GretaLWall,2020-12-09T17:40:03.000Z,"#NEW Mortgage refinance applications jump as rates hit 14th record low
@MBAMortgage
 reports refi applications rose 2% last week from the previous week, up 89% compared to a year ago

Average 30-year rate fell to 2.90% from previous 2.92%

FHA, VA loans drove increase in refis",13,69,373
CaitlinSinclairTV,@CSinclairtv,2020-12-09T16:48:36.000Z,"NEW: This morning, 
@NYGovCuomo
 said during a briefing with reporters NYS could receive 1st shipment of Pfizer vaccine this weekend if FDA tomorrow okays it.",68,108,517
CaitlinSinclairTV,@CSinclairtv,2020-12-09T16:42:18.000Z,"Shootings in Mayor Bill de Blasio's #NYC are on track to be the highest they have been in 14 years, according to 
@NYPDShea
. 14 NYers have already been shot this week. 
@OANN",75,400,1.6K
One America News,@OANN,2020-12-09T16:45:00.000Z,Pfizer CEO confident U.S. advisory panel will greenlight COVID-19 vaccine candidate - https://oann.com/pfizer-ceo-confident-u-s-advisory-panel-will-greenlight-covid-19-vaccine-candidate/… #OANN,67,106,530
One America News,@OANN,2020-12-09T15:51:48.000Z,"ICE to discontinue inherent bias training for executives - https://oann.com/ice-to-discontinue-inherent-bias-training-for-executives/… #OANNICE to discontinue inherent bias training for executives | One America
The Immigration and Customs Enforcement (ICE) agency is ending several diversity programs President Trump has called divisive.
oann.com",26,205,980
Christina Bobb,@christina_bobb,2020-12-09T15:44:24.000Z,"Christina Bobb: Trump will get his second term https://youtu.be/8AdP9K5yZTI via 
@YouTube",269,708,4.3K
One America News,@OANN,2020-12-09T15:27:22.000Z,President Trump hails new record highs on Wall St. - https://oann.com/president-trump-hails-new-record-highs-on-wall-st/… #OANN,61,261,2.2K
One America News,@OANN,2020-12-09T15:16:14.000Z,"GOP urges Congress to pass short-term pandemic relief bill, omnibus talks continue - https://oann.com/gop-urges-congress-to-pass-short-term-pandemic-relief-bill-omnibus-talks-continue/… #OANNGOP urges Congress to pass short-term pandemic relief bill, omnibus ta
Congress is working to pass a one-week spending bill in order to avoid a government shutdown. While speaking at a news conference on Tuesday, Senate Majority Leader Mitch McConnell urged lawmakers to
oann.com",36,202,917
One America News,@OANN,2020-12-09T14:51:55.000Z,"Wall to Wall: Calif. Restaurant Owner Defies Latest Shutdown Orders https://rumble.com/vbpd1f-wall-to-wall-calif.-restaurant-owner-defies-latest-shutdown-orders.html… #OANN 
@GretaLWallWall to Wall: Calif. Restaurant Owner Defies Latest Shutdown Orders
With most of California back on lockdown, small business owners are pushing back on the restrictions. On Wall to Wall, Greta spoke with Slapfish Seafood owner and Chef Andrew Gruel about his decision
rumble.com",67,406,2.2K
One America News,@OANN,2020-12-09T14:51:04.000Z,"Rep. Mooney offers resolutions to support President Trump in election probes https://rumble.com/vbpdab-rep.-mooney-offers-resolutions-to-support-president-trump-in-election-probe.html… #OANNRep. Mooney offers resolutions to support President Trump in election probes
Republican Rep. Alex Mooney is introducing a resolution, which aims to support election fraud investigations. One America's John Hines spoke with Mooney about his proposal and how its expected to help
rumble.com",58,494,2.7K
Greta Wall,@GretaLWall,2020-12-09T14:48:50.000Z,"#ICYMI Owner of 
@SLAPFISHseafood
, 
@ChefGruel
 joined Wall to Wall to discuss the latest shutdown in California and his decision to keep his restaurants open for outdoor diningWall to Wall: Calif. Restaurant Owner Defies Latest Shutdown Orders
With most of California back on lockdown, small business owners are pushing back on the restrictions. On Wall to Wall, Greta spoke with Slapfish Seafood owne...
youtube.com",13,80,517
Greta Wall,@GretaLWall,2020-12-09T14:31:36.000Z,"#MarketWatch DOW and S&P rise at the open, NASDAQ trades flat",7,42,443
Alex Salvi,@alexsalvinews,2020-12-09T01:09:10.000Z,"Tonight on After Hours on 
@OANN
:

Trump Lawsuits - 
@JasonMillerinDC
 
RNC Lawsuit in Georgia - 
@LizRNC
 
Biden & China - 
@replouiegohmert
 
COVID-19 Restrictions - 
@VishBurra
 

Tune in at 10:00pm ET / 7:00pm PT!",48,162,790
Alex Salvi,@alexsalvinews,2020-12-09T00:37:31.000Z,"NEW: The Supreme Court gives the states of Georgia, Michigan, Pennsylvania, and Wisconsin until 3:00pm Thursday to respond to the filing by Texas.",161,2.3K,6.9K
Alex Salvi,@alexsalvinews,2020-12-09T00:34:52.000Z,"NEW: The Supreme Court of Arizona rejects a case brought forth by Republicans, affirming a lower court's finding of a no evidence of widespread voting issues.

""It is ordered affirming the trial court decision and confirming the election of the Biden Electors.""",172,272,753
Alex Salvi,@alexsalvinews,2020-12-09T00:10:01.000Z,NEW: The House approves a defense bill 335-78—more than the two-thirds required to override a potential veto—amid threats by Pres. Trump to reject the bill unless Section 230 is modified.,223,422,1.3K
Kara McKinney OANN,@Nefertari_25,2020-12-08T23:04:16.000Z,"Tonight on Tipping Point 
@OANN
 

I talk to
@julie_kelly2
 
@weinrich_noah
 
@SpencerKlavan
 
@andreakayeshow
 
@John_Rossomando
 

About the following...0:25
44.9K views",52,208,874
Christina Bobb,@christina_bobb,2020-12-09T00:05:41.000Z,"Every state needs to stand their ground, and state their case.  There is no middle ground.  Where are the other states? https://twitter.com/kelemencari/status/1336459251225595904…This Tweet is unavailable.",215,1K,4.7K
Christina Bobb,@christina_bobb,2020-12-08T22:26:11.000Z,"@realDonaldTrump
 is exactly the President we need right now.  He’s the only one strong enough to withstand the onslaught of communist corruption.  Thank you 
@realDonaldTrump
 for standing up for us!  America loves you!",184,968,6.8K
Alex Salvi,@alexsalvinews,2020-12-08T22:13:15.000Z,BREAKING: The Supreme Court denies a request from Pennsylvania Republicans to block certification of the commonwealth's election results:,228,279,734
Jennifer Franco,@jennfranconews,2020-12-08T21:48:24.000Z,BREAKING: SCOTUS denies Pennsylvania Republicans’ effort to challenge the election results.,388,479,960
Stephanie Hamill,@STEPHMHAMILL,2020-12-08T20:52:24.000Z,"Tune in to ""In Focus"" on 
@OANN
 at 6PME
We have a lot of great guests and so much to talk about! AZ Congressman 
@RepAndyBiggsAZ
 , former U.S. district attorney for D.C., Joe diGenova , CA assemblyman 
@J_GallagherAD3
, 
@realchrisrufo
, 
@SethDenson
 will join me! 

See you soon!",63,193,1K
Greta Wall,@GretaLWall,2020-12-08T21:13:26.000Z,"#MarketWrap Wall St closes higher, NASDAQ and S&P set records

DJIA +0.35%, 104.09 points 30,173

NASDAQ +0.50%, 62.83 points at 12,582

S&P 500 +0.28%, 10.29 points at 3,702",14,100,592
Greta Wall,@GretaLWall,2020-12-08T20:37:49.000Z,"#NEW McConnell calls to abandon liability protections, state and local govt aid in stimulus (2 issues are biggest sticking points in talks)

Compromise unlikely as Schumer says he is ""pulling the rug out from under firefighters, police officers and other local govt employees""",46,207,645
Patrick Hussion,@PatrickHussion,2020-12-08T20:40:22.000Z,**NEW: Rudy Giuliani confirms on WABC radio that his colleague Jenna Ellis has tested positive for Covid-19.,203,458,2.6K
One America News,@OANN,2020-12-08T20:31:36.000Z,"#WeeklyBriefing -- Final Question: How can an average citizen do something real to be apart of the solution? https://rumble.com/vboo5v-weekly-briefing-final-question.html?mref=5z34n&mc=c3aii… #OANNWeekly Briefing -- Final Question
How can an average citizen do something real to be apart of the solution?
rumble.com",51,211,1.1K
Jennifer Franco,@jennfranconews,2020-12-08T20:11:34.000Z,Joe Biden botches Xavier Becerra’s name as he nominates him to lead the Department of Health and Human Services.,365,332,1K
Chanel Rion OAN,@ChanelRion,2020-12-08T19:26:22.000Z,"President Trump signs Executive Order to ensure American Citizens have access to priority doses of Vaccine.
@OANN",86,678,3K
Elma Aksalic,@ElmaAksalic,2020-12-07T21:31:16.000Z,NEW: Vice President Mike Pence to visit Georgia on December 17th for multiple stops coinciding with early voting in the state’s runoff elections.,15,242,2.8K
Greta Wall,@GretaLWall,2020-12-08T18:41:36.000Z,"#ICYMI 
@marketminute
 joined Wall to Wall to discuss the latest trends on Wall St amid the pandemicWall to Wall: Michele Schneider on Tech Stocks
Investors shift their attention to tech stocks, as uncertainty remains over the coronavirus and new lockdowns in several states. On Wall to Wall, Greta spoke...
youtube.com",2,39,181
Jennifer Franco,@jennfranconews,2020-12-08T19:41:04.000Z,"NEW: President Trump signs an executive order ""to ensure that American citizens have first priority to receive American [COVID-19] vaccines and then we're going to be working with countries all over the world ... because we have millions of doses coming.""From 
CSPAN",74,335,1.8K
One America News,@OANN,2020-12-08T19:39:40.000Z,"Ariz. Supreme Court agrees to review voter fraud case - https://oann.com/ariz-supreme-court-agrees-to-review-voter-fraud-case/… #OANNAriz. Supreme Court agrees to review voter fraud case | One America Ne
In a victory for Arizona's GOP, the state's Supreme Court has decided to take on an expedited appeals case over voter fraud. On Monday, the state Supreme Court said it will review the appeal
oann.com",109,2.1K,9.8K
One America News,@OANN,2020-12-08T19:29:01.000Z,"#UPDATE: President Trump signs COVID vaccine executive order - https://oann.com/president-trump-to-sign-executive-order-ensuring-americans-receive-covid-vaccine-before-giving-aid-to-foreign-countries/… #OANNQuote Tweet
One America News
@OANN
 · Dec 8
President Trump to sign executive order ensuring Americans receive COVID vaccine before giving aid to foreign countries - https://oann.com/president-trump-to-sign-executive-order-ensuring-americans-receive-covid-vaccine-before-giving-aid-to-foreign-countries/… #OANN",71,333,1.9K
Chanel Rion OAN,@ChanelRion,2020-12-08T19:12:18.000Z,"#HappeningNow: President Trump kicks off the #OperationWarpSpeed Summit.

5 part summit:
- Overview
- FDA eval.
- Vax Distribution
- Vax administration
- Role of Jurisdictional distribution
(Attending Governors: TX, TN, LA, FL)
@OANN",82,631,2.5K
Jennifer Franco,@jennfranconews,2020-12-08T19:17:57.000Z,HappeningNow: President Trump delivers remarks on progress of a COVID-19 at the White House.,37,95,1.1K
One America News,@OANN,2020-12-08T19:19:55.000Z,"Flint, Mich. nearly done removing lead lines from city, according to officials - https://oann.com/flint-mich-nearly-done-removing-lead-lines-from-city-according-to-officials/… #OANN",17,138,628
Alex Salvi,@alexsalvinews,2020-12-08T19:17:38.000Z,BREAKING: Texas files a lawsuit in the Supreme Court against four swing-states in an effort to halt presidential electors from finalizing Joe Biden's victory.,92,623,2.8K
Alex Salvi,@alexsalvinews,2020-12-08T19:13:20.000Z,"BREAKING: Judge Sullivan dismisses the case against Gen. Michael Flynn, declaring it moot after Pres. Trump’s pardon.",146,735,4.1K
Christina Bobb,@christina_bobb,2020-12-08T19:11:38.000Z,"I love our President Quote Tweet
Donald J. Trump
@realDonaldTrump
 · Dec 8
Governor Kemp (@BrianKempGA) is down 18 points in a recent poll. Don’t believe it, must be more!",108,368,3.4K
One America News,@OANN,2020-12-08T19:09:10.000Z,"#HappeningNow on 
@OANN
: President Trump delivers remarks on Operation Warp Speed. 

Tune in to One America News for LIVE coverage! #OANN",38,213,1.8K
Jennifer Franco,@jennfranconews,2020-12-08T18:42:37.000Z,NEW: Trump legal team on “Safe Harbor Deadline”:,38,426,1.7K
One America News,@OANN,2020-12-08T18:27:16.000Z,"Olympic wrestling champion Dan Gable receives Medal of Freedom https://rumble.com/vbokw3-olympic-wrestling-champion-dan-gable-receives-medal-of-freedom.html?mref=5z34n&mc=c3aii… #OANNOlympic wrestling champion Dan Gable receives Medal of Freedom
President Trump added legendary wrestler Dan Gable to the list of sports icons to receive the Presidential Medal of Freedom. One America's Jacob Miller has more.
rumble.com",32,156,1.3K
One America News,@OANN,2020-12-08T18:12:18.000Z,"House Speaker Pelosi flip flops stance on coronavirus stimulus package - https://oann.com/house-speaker-pelosi-flip-flops-stance-on-stimulus-package/… #OANNHouse Speaker Pelosi flip flops stance on coronavirus stimulus package
Senators on both sides of the aisle are working together on a new coronavirus stimulus package, which looks to come with a price tag of $908 billion.
oann.com",174,376,1.1K
One America News,@OANN,2020-12-08T17:40:38.000Z,U.S officials suspect Chinese spy targeted Calif. Democrat politicians - https://oann.com/u-s-officials-suspect-chinese-spy-targeted-calif-democrat-politicians/… #OANN,162,1.4K,4.7K
Christina Bobb,@christina_bobb,2020-12-08T17:40:17.000Z,"Democrats caused this mess when they cheated. Republicans have refused to clean it up.  Leave it to TX to do the job of AZ, GA, MI, WI, NV, and PA.",250,1.2K,7K
One America News,@OANN,2020-12-08T15:49:17.000Z,"N.M. Republican Party has record of defending election integrity https://rumble.com/vboe0v-n.m.-republican-party-has-record-of-defending-election-integrity.html?mref=5z34n&mc=c3aii… #OANNN.M. Republican Party has record of defending election integrity
As ongoing legal battles in the Trump campaign continue on this week, New Mexico Republican chairman Steve Pearce is speaking out on how the party has been so successful in their legal battles defendi
rumble.com",43,258,1.4K
One America News,@OANN,2020-12-08T15:47:44.000Z,Calif. lockdowns devastating for small businesses - https://oann.com/calif-lockdowns-devastating-for-small-businesses/… #OANN,104,390,1.5K
Christina Bobb,@christina_bobb,2020-12-08T15:40:51.000Z,"God bless Texas!Texas Sues Georgia, Michigan, Pennsylvania, and Wisconsin at Supreme Court over Election Rules
Texas filed a lawsuit directly with the U.S. Supreme Court before midnight on Monday challenging election results in four other states.
breitbart.com",2K,8.1K,46K
One America News,@OANN,2020-12-08T15:39:11.000Z,White House imposes sanctions on 14 Chinese officials over Hong Kong unrest - https://oann.com/white-house-imposes-sanctions-on-14-chinese-officials-over-hong-kong-unrest/… #OANN,31,546,2.5K
One America News,@OANN,2020-12-08T15:05:00.000Z,President Trump to sign executive order ensuring Americans receive COVID vaccine before giving aid to foreign countries - https://oann.com/president-trump-to-sign-executive-order-ensuring-americans-receive-covid-vaccine-before-giving-aid-to-foreign-countries/… #OANN,124,455,2.9K
Greta Wall,@GretaLWall,2020-12-08T14:35:58.000Z,"#NEW The FDA says Pfizer/BioNTech vaccine trials were ""consistent"" with agency recommendations for Emergency Use Authorization.

FDA says trial data shows vaccine provides some immunity after first dose and two doses were ""highly effective"" in preventing COVID-19.",92,146,949
Greta Wall,@GretaLWall,2020-12-08T14:31:43.000Z,#MarketWatch Wall St opens lower,15,32,248
One America News,@OANN,2020-12-08T14:32:14.000Z,"President Trump shows 
@OANN
 story at Ga. rally https://rumble.com/vbodrp-president-trump-shows-oann-story-at-ga.-rally.html?mref=5z34n&mc=c3aii… 
@PearsonSharp
 #OANNPresident Trump shows OANN story at Ga. rally
President Trump, once again, shareD his praise of One America News during his return to the campaign trail. During his victory rally in Valdosta, Georgia Saturday night, the President shared a segment
rumble.com",68,639,3.5K
One America News,@OANN,2020-12-08T14:18:40.000Z,"Good morning! Tune in to One America News for the latest!

(Photo: An American flag waves in front of the Supreme Court building on Capitol Hill in Washington, D.C. via AP) #OANN",67,282,2.3K
Alex Salvi,@alexsalvinews,2020-12-08T09:18:37.000Z,"90-year-old Margaret Keenan becomes the first person in the U.K. to receive the Pfizer/BioNTech COVID vaccine Tuesday in Coventry, England:From 
NHS Midlands",658,516,1.2K
Alex Salvi,@alexsalvinews,2020-12-08T07:51:32.000Z,"Rebekah Jones--a former employee fired from the Florida Dept. of Health for insubordination--posts a video of police conducting a raid on her home after officials claimed she hacked into messages through their emergency alert system:From 
Rebekah Jones, MS, GISP",107,440,849
One America News,@OANN,2020-12-07T19:35:38.000Z,Bipartisan lawmakers drafting text of $900B stimulus - https://oann.com/bipartisan-lawmakers-drafting-text-of-900b-stimulus/… #OANN,94,151,678
One America News,@OANN,2020-12-07T19:01:02.000Z,President Trump: We need to pass landmark election reform - https://oann.com/president-trump-we-need-to-pass-landmark-election-reform/… #OANN,215,1.9K,10.8K
One America News,@OANN,2020-12-07T17:51:05.000Z,Mich. citizens demand election audit at Secy. of State’s house - https://oann.com/mich-citizens-demand-election-audit-at-secy-of-states-house/… #OANN,165,1.9K,8.3K
CaitlinSinclairTV,@CSinclairtv,2020-12-07T17:27:04.000Z,"This morning 
@NYGovCuomo
 said if hospitalization rates do not stabilize in 5 days, indoor dining will be halted in #NewYorkCity 
@OANN",203,242,719
Jennifer Franco,@jennfranconews,2020-12-07T16:39:32.000Z,"Update Sunday night from Rudy Giuliani following his COVID-19 diagnosis.Quote Tweet
Rudy W. Giuliani
@RudyGiuliani
 · Dec 6
Thank you to all my friends and followers for all the prayers and kind wishes.

I’m getting great care and feeling good.

Recovering quickly and keeping up with everything.",39,215,1.8K
Alex Salvi,@alexsalvinews,2020-12-07T17:02:25.000Z,"NEW: Joe Biden names his health team:

Xavier Becerra - HHS Sec
Dr. Vivek Murthy - Surgeon General
Dr. Rochelle Walensky - CDC Director
Dr. Marcella Nunez-Smith - COVID Chair
Dr. Anthony Fauci - Chief Medical Adviser 
Jeff Zients - COVID Czar",148,104,183
Alex Salvi,@alexsalvinews,2020-12-07T17:10:06.000Z,"NEW: A federal judge dismisses Sidney Powell’s “Kraken” lawsuit in Georgia:

“They want this court to substitute its judgment for that of two and a half million Georgia voters who voted for Joe Biden, and this I am unwilling to do.”",809,804,2.4K
One America News,@OANN,2020-12-07T17:06:53.000Z,"#WATCH: Congress Weekly Wrap Up https://rumble.com/vbnhdv-congress-weekly-wrap-up.html?mref=5z34n&mc=c3aii… #OANNCongress Weekly Wrap Up
Congress is racing through a number of legislative duties with just a few weeks left of the lame duck session. One America's Emily Lambert has more with the weekly Capitol Hill recap.
rumble.com",30,102,434
Stephanie Myers,@_StephanieMyers,2020-12-07T16:09:53.000Z,"Tune in to 
@OANN
 where I'll be speaking with 
@TheLeeGreenwood
 about his upcoming all-star celebration!",17,82,551
One America News,@OANN,2020-12-07T15:44:46.000Z,"Key battleground states show massive election fraud, voting irregularities totally erase Biden’s lead - https://oann.com/key-battleground-states-show-massive-election-fraud-voting-irregularities-totally-erase-bidens-lead/… #OANN",354,5.3K,15K
One America News,@OANN,2020-12-07T15:16:39.000Z,"Chairman of Smartmatic’s parent company to become president of George Soros’s ‘Open Society Foundations’ - https://oann.com/chairman-of-smartmatics-parent-company-to-become-president-of-george-soross-open-society-foundations/… #OANNChairman of Smartmatic's parent company to become president of Ge
Billionaire George Soros has appointed the chairman of Smartmatic voting system's parent company as president of his far-left global organization.
oann.com",226,1.7K,3K
One America News,@OANN,2020-12-07T15:15:34.000Z,"Dozens take part in Brooklyn ‘Rally for Freedom’ - https://oann.com/dozens-take-part-in-brooklyn-rally-for-freedom/… #OANNDozens take part in Brooklyn 'Rally for Freedom' | One Ameri
Dozens of demonstrators gathered for what was dubbed the 'Rally for Freedom' in Brooklyn, New York. Sunday's event was one of the latest protests against Democrat Gov. Andrew Cuomo'
oann.com",40,320,1.6K
Greta Wall,@GretaLWall,2020-12-07T14:38:01.000Z,"#MarketWatch DOW and S&P slip, NASDAQ rises at the open",23,65,428
Emily Finn,@EmilyRoseFinn,2020-12-07T13:44:31.000Z,"#NEW: Former Senator Paul Sarbanes has died; he was 87 years old.

His son 
@RepSarbanes
 writes: “Our family is grateful to know that we have the support of Marylanders who meant so much to him and whom he was honored to serve.""Congressman John Sarbanes Announces the Passing of Senator Paul Sarbanes
WASHINGTON, D.C. – Congressman John Sarbanes (D-Md.) today announced the passing of his father, Senator Paul S. Sarbanes.
sarbanes.house.gov",20,85,517
One America News,@OANN,2020-12-07T14:06:22.000Z,"Good morning! Tune in to One America News for the latest!

(Photo: An American flag flies outside the Department of Justice in Washington. -- Andrew Harnik via AP) #OANN",80,279,2K
One America News,@OANN,2020-12-07T00:58:19.000Z,"Lindell speaks out on election situation in Ga. - https://oann.com/lindell-speaks-out-on-election-situation-in-ga/… #OANNLindell speaks out on election situation in Ga. | One America News Net
'My Pillow' CEO Mike Lindell said people will be going to prison over the handling of Georgia's election.
oann.com",66,409,2.1K
Christina Bobb,@christina_bobb,2020-12-07T00:44:47.000Z,State legislators are the final stop for election integrity.  What are they going to do about all of the fraud that occurred in their states?  Contact your state legislators and tell them to have a session and vote!,228,1.2K,7.1K
CaitlinSinclairTV,@CSinclairtv,2020-12-07T00:30:28.000Z,"Radical Raphael Warnock: 

- Said “no one can serve God and the military”
- Is Anti-Christian                                         - Supports defunding the police  
-Embraces Marxist ideology                     - Supports raising taxes",98,508,1.5K
CaitlinSinclairTV,@CSinclairtv,2020-12-07T00:25:52.000Z,Why won't Raphael Warnock denounce socialism?!!!??!!!!?,150,377,2K
One America News,@OANN,2020-12-07T00:27:36.000Z,"Police: NYC ‘Autonomous Zone’ bar owner arrested after hitting sheriff’s deputy with car - https://oann.com/police-nyc-autonomous-zone-bar-owner-arrested-after-hitting-sheriffs-deputy-with-car/… #OANNPolice: NYC 'Autonomous Zone' bar owner arrested after hitti
The owner who refused to close his New York City bar under coronavirus restrictions was arrested for allegedly hitting a sheriff's deputy with his car.
oann.com",94,185,697
One America News,@OANN,2020-12-07T00:13:08.000Z,"Trump legal team to probe Mich. Dominion voting machines - https://oann.com/trump-legal-team-to-probe-mich-dominion-voting-machines/… #OANNTrump legal team to probe Mich. Dominion voting machines | One America
A Michigan judge approved a probe into potential voting machine fraud in the Great Lake State.
oann.com",76,886,5.1K
One America News,@OANN,2020-12-06T23:38:17.000Z,"Calif. father arrested in death investigation of two kids - https://oann.com/calif-father-arrested-in-death-investigation-of-two-kids/… #OANNCalif. father arrested in death investigation of two kids | One Americ
Authorities are investigating a California father who is suspected of the murder of his two young children.
oann.com",31,128,509
One America News,@OANN,2020-12-06T23:01:39.000Z,"President Trump suggests Rep. Collins run for Ga. gov. - https://oann.com/president-trump-suggests-rep-collins-run-for-ga-gov/… #OANNPresident Trump suggests Rep. Collins run for Ga. gov. | One America N
As the President grows increasingly frustrated with Georgia Governor Brian Kemp, he floats the idea of another Republican lawmaker taking his place.
oann.com",110,669,4.2K
One America News,@OANN,2020-12-06T22:33:08.000Z,"Sen. Bill Cassidy says relief bill is not a stimulus package - https://oann.com/sen-bill-cassidy-says-relief-bill-is-not-a-stimulus-package/… #OANNSen. Bill Cassidy says relief bill is not a stimulus package | One Ame
Sen. Bill Cassidy (R-La.) said the proposed COVID-19 bill is not a stimulus package, but rather a way to boost the economy and keep businesses afloat.
oann.com",32,99,381
Donald J. Trump,@realDonaldTrump,2020-12-06T06:01:16.000Z,"Great job Dan. People are watching!Quote Tweet
Dan Ball
@DanNewsManBall
 · Dec 2
I applaud the brave Americans who are testifying right now in Michigan. If you’re not watching you should be! #electionfraud @realDonaldTrump @OANN And shame on the Democrat rep who just called them liars. #Disgusting #shameonyou #pos",2.7K,11.4K,67.3K
Dan Ball,@DanNewsManBall,2020-12-06T22:02:43.000Z,"I received an early birthday present from our President! #retweet 
Mr. President, it would be my honor to set aside time on our show for you to appear and update us on the election. #RealAmerica 
@realDonaldTrump
 @POTUS
 @DonaldJTrumpJr
 @TeamTrump
 @OANN
 #interview #stopthesteal",180,692,4.8K
