Username,Handle,Timestamp,Comments,Likes,Retweets,Text
One America News,@OANN,2020-12-02T16:40:07.000Z,"#TODAY: President Trump's legal team is set to hold a hearing in Mich. on election integrity. 
@OANN
 will provide full coverage starting at 6 p.m. EST / 3 p.m PST! #OANN",6.9K,15K,67.7K
Donald J. Trump,@realDonaldTrump,2020-12-02T16:34:14.000Z,"Will be going to Georgia for a big Trump Rally in support of our two great Republican Senators, David and Kelly. They are fantastic people who love their Country and love their State. We must work hard and be sure they win. #USA",32.7K,44.7K,222.7K
Donald J. Trump,@realDonaldTrump,2020-12-02T16:09:32.000Z,"2:18
879.7K views
From 
Breitbart News
This claim about election fraud is disputed",8.9K,31.1K,103.8K
Donald J. Trump,@realDonaldTrump,2020-12-02T16:09:18.000Z,"2:19
590.5K views
From 
Breitbart News
This claim about election fraud is disputed",7.3K,36.3K,115.8K
Donald J. Trump,@realDonaldTrump,2020-12-02T15:38:55.000Z,"Thank you to 
@SenTomCotton
 for the really nice words on all we are doing, and have done. We will win!",19.1K,38.8K,231.8K
Donald J. Trump,@realDonaldTrump,2020-12-02T05:07:21.000Z,"9:42
2.7M views
From 
Team Trump (Text TRUMP to 88022)
This claim about election fraud is disputed",10.2K,37.3K,121.2K
Donald J. Trump,@realDonaldTrump,2020-12-02T03:40:02.000Z,Pardon investigation is Fake News!,45.3K,51.1K,287.8K
"PlayTheTrumpCard
Legal Votes Only Please",@PlaysTrumpCard,2020-12-01T23:03:02.000Z,"Without 1 shred of actual evidence that 
@realDonaldTrump
 did anything wrong, the DOJ went ballistic on him.
Did a Normandy invasion on Roger Stone. Collected every byte of data from anyone associated.

Now 100's of witnesses detailing vote fraud, & DOJ sees nothing.

get it?",3.1K,12.6K,36.9K
Donald J. Trump,@realDonaldTrump,2020-12-02T15:19:42.000Z,Big voter fraud hearings today in the Great State of Michigan. This election is a far bigger scandal (FRAUD!) than anyone would have thought - not even close. Watch today!This claim about election fraud is disputed,22.5K,55.6K,230.1K
Donald J. Trump,@realDonaldTrump,2020-12-02T03:27:15.000Z,"Rigged Election. Show signatures and envelopes. Expose the massive voter fraud in Georgia. What is Secretary of State and 
@BrianKempGA
 afraid of. They know what we’ll find!!!This claim about election fraud is disputed
Quote Tweet
Brendan Keefe
@BrendanKeefe
 · Dec 1
""It. Has. All. Gone. Too. Far,"" says @GabrielSterling with Georgia Sec of State after a Dominion tech's life was threatened with a noose. ""Mr. President, you have not condemned these actions or this language....all of you who have not said a damn word are complicit in this.""
Show this thread",22.2K,30.5K,105.1K
Donald J. Trump,@realDonaldTrump,2020-12-02T03:00:16.000Z,"Suppression Media!Quote Tweet
James O'Keefe
@JamesOKeefeIII
 · Dec 1
BREAKING: Special Correspondent @JamieGangel Details How @CNN Should Cover Up Trump’s Contested Election Claims On 9am Call

“News organizations have to be very careful & very responsible about not giving @realDonaldTrump too much of a platform on his not conceding...”

#CNNTapes
Show this thread",8.9K,35.4K,120.1K
Matt Braynard,@MattBraynard,2020-12-01T23:13:16.000Z,"As I said on 
@LouDobbs
, if the issues we raised are not resolved, the nation cannot have confidence that 
@JoeBiden
 is the deserved winner.

If he is inaugurated under these circumstances, he cannot be considered ""president"" but instead referred to as the #presidentialoccupant.",4.5K,15.1K,46.9K
Lou Dobbs,@LouDobbs,2020-12-01T23:13:48.000Z,"Illegal Votes: Former 
@realDonaldTrump
 data strategist 
@mattbraynard
 discovers thousands of illegally cast mail-in ballots and hands over evidence of electoral fraud to the FBI. #MAGA #AmericaFirst #Dobbs3:57
274.1K views
This claim about election fraud is disputed",3.6K,21.4K,55.6K
Donald J. Trump,@realDonaldTrump,2020-12-02T02:45:03.000Z,"Section 230, which is a liability shielding gift from the U.S. to “Big Tech” (the only companies in America that have it - corporate welfare!), is a serious threat to our National Security & Election Integrity. Our Country can never be safe & secure if we allow it to stand.....",28.5K,65.5K,247.1K
Donald J. Trump,@realDonaldTrump,2020-12-02T02:45:04.000Z,".....Therefore, if the very dangerous & unfair Section 230 is not completely terminated as part of the National Defense Authorization Act (NDAA), I will be forced to unequivocally VETO the Bill when sent to the very beautiful Resolute desk. Take back America NOW. Thank you!",21.1K,46.2K,195K
Catherine Herridge,@CBS_Herridge,2020-12-02T00:53:43.000Z,#Election2020results From a DOJ spokesperson: “Some media outlets have incorrectly reported that the Department has concluded its investigation of election fraud and announced an affirmative finding of no fraud in the election. That is not what the Associated Press reported nor,5.6K,32.6K,73K
Donald J. Trump,@realDonaldTrump,2020-12-01T23:55:55.000Z,".
@RealDrGina
 — Good luck on your new show tonight on 
@RealAmVoice
 at 7:00 P.M. Eastern. I know it will be a big hit!0:22
2.1M views
From 
Dr. Gina - Real America’s Voice (RAV-TV) News",8.5K,14.8K,74.1K
RedState,@RedState,2020-12-01T18:05:28.000Z,"Watch: James O'Keefe Calls Into CNN's Morning Conference Call, Tells Startled Jeff Zucker He's Going to Release Two Months of Calls Tonight; Then LOLWatch: James O'Keefe Calls Into CNN's Morning Conference Call, Tells Startled Jeff Zucker He's...
""I have to say, from what I've been hearing on those calls...""
redstate.com",3.6K,12.4K,39.4K
Sara A. Carter,@SaraCarterDC,2020-12-01T22:00:00.000Z,".
@JamesOKeefeIII
: We're going to release 'hundreds of hours of CNN' calls 7 pm ET Tonight.

Do any of you want to take a guess at what CNN President Jeff Zucker told his employees on those calls?

#MediaBiasJames O'Keefe: We're going to release 'HUNDREDS of hours of CNN' calls - Sara A. Carter
Project Veritas' James O'Keefe says he's going to release ""HUNDREDS of hours of CNN' morning editorial calls, in a video posted to his Twitter account on Tuesday.
saraacarter.com",3.3K,14.1K,43.6K
Gregg Jarrett,@GreggJarrett,2020-12-01T22:20:13.000Z,"SURPRISE! James O’Keefe pops into CNN staff call, tells Jeff Zucker he’s been recording calls for monthsSURPRISE! James O’Keefe pops into CNN staff call, tells Jeff Zucker he’s been recording calls for...
Project Veritas founder James O’Keefe made a surprise appearance on a CNN editorial call - hosted by its president, Jeff Zucker - to inform the network that
thegreggjarrett.com",2.3K,14.6K,55.4K
Mark R. Levin,@marklevinshow,2020-12-01T22:09:39.000Z,"James O’Keefe strikes again, CNN’s Zucker exposed with recorded phone calls. James will be on my radio show at 7:20 PM eastern.WATCH: James O’Keefe Dials in to CNN Conference Calls, Tells Network President He’ll Release Tapes...
O'Keefe informed Zucker on the call that his organization had been recording the insider calls for months before inquiring ""do you still feel you're the most
thenationalpulse.com",2K,13.6K,50.6K
Donald J. Trump,@realDonaldTrump,2020-12-01T21:38:49.000Z,"This claim about election fraud is disputed
Whistleblowers: Postal Service labeled Trump mail ‘Undeliverable,’ 388,000 ballots backdated,...
Several whistleblowers on Tuesday cast new uncertainty on the 2020 election process, claiming up to 288,000 ballots disappeared, another 100,000 were improperly backdated, and mail promoting Presid...
washingtonexaminer.com",16.8K,40.6K,122.9K
Donald J. Trump,@realDonaldTrump,2020-12-01T18:52:43.000Z,"From 
Team Trump (Text TRUMP to 88022)",9.4K,32.6K,113.4K
Donald J. Trump,@realDonaldTrump,2020-12-01T18:52:34.000Z,"From 
Team Trump (Text TRUMP to 88022)",3.7K,21.2K,75.5K
Donald J. Trump,@realDonaldTrump,2020-12-01T18:52:27.000Z,"From 
Team Trump (Text TRUMP to 88022)",3.3K,22.1K,77.3K
Donald J. Trump,@realDonaldTrump,2020-12-01T18:52:20.000Z,"From 
Team Trump (Text TRUMP to 88022)",3.1K,23.8K,82.4K
Donald J. Trump,@realDonaldTrump,2020-12-01T18:52:05.000Z,"From 
Team Trump (Text TRUMP to 88022)",2.7K,18.7K,69.4K
Donald J. Trump,@realDonaldTrump,2020-12-01T18:51:57.000Z,"From 
Team Trump (Text TRUMP to 88022)",2.6K,18.3K,70K
Donald J. Trump,@realDonaldTrump,2020-12-01T18:51:50.000Z,"From 
Team Trump (Text TRUMP to 88022)",2.7K,21.7K,76.4K
Donald J. Trump,@realDonaldTrump,2020-12-01T18:51:44.000Z,"1:13
815.4K views
From 
Team Trump (Text TRUMP to 88022)",2.3K,18.5K,68.9K
Donald J. Trump,@realDonaldTrump,2020-12-01T18:51:39.000Z,"From 
Team Trump (Text TRUMP to 88022)",2.9K,21.6K,80.4K
RSBN,@RSBNetwork,2020-12-01T15:06:12.000Z,"Watch Live: Michigan State Senate Committee on Oversight Holds Hearing on Election FraudRSBN
@RSBNetwork
Watch Live: Michigan State Senate Committee on Oversight Holds Hearing on Election Fraud
pscp.tv",7.1K,19.6K,54.8K
Donald J. Trump,@realDonaldTrump,2020-12-01T14:29:30.000Z,"From 
Team Trump (Text TRUMP to 88022)",10K,27.2K,92.2K
Donald J. Trump,@realDonaldTrump,2020-12-01T14:29:19.000Z,"From 
Team Trump (Text TRUMP to 88022)",6.9K,19.5K,77.2K
Donald J. Trump,@realDonaldTrump,2020-12-01T14:29:06.000Z,"From 
Team Trump (Text TRUMP to 88022)",5.2K,18.6K,81.2K
Donald J. Trump,@realDonaldTrump,2020-12-01T14:19:01.000Z,"“The president was RIGHT when he said get the kids back in school—Now Dr. Fauci says, 'You know what, I'm looking at the data—the kids should be in school.'"" 
@kilmeadeFrom 
Team Trump (Text TRUMP to 88022)",7.2K,24.5K,93.2K
Team Trump (Text TRUMP to 88022),@TeamTrump,2020-12-01T01:36:18.000Z,"Mayor 
@RudyGiuliani
 urges Arizona state legislatures to protect the sacred right to vote",3K,15K,63.5K
Donald J. Trump,@realDonaldTrump,2020-12-01T05:03:39.000Z,"A judge in Nevada has ordered Clark County officials to allow an inspection of the elections equipment and sealed containers used in the 2020 election by 1:00 P.M. tomorrow. 
@RichardGrenell
 @AdamLaxalt
 @mschlapp",25.2K,58.1K,244.7K
Mindy Robinson,@iheartmindy,2020-12-01T01:50:14.000Z,"Twitter just suspended this guy’s account for testifying why he would never have certified Arizona’s results with the mathematically problematic numbers in front of him.

Does the Left think they’re just going to suppress and censor Biden’s fake presidency to life?Quote Tweet
Team Trump (Text TRUMP to 88022)
@TeamTrump
 · Nov 30
Expert witness says he believes the numbers in Arizona are fraudulent based on the data: ""I'd rather resign than have certified those results"" in Arizona today",7.8K,26.5K,65.5K
Mindy Robinson,@iheartmindy,2020-11-20T21:38:08.000Z,"Dominion Voting System donated thousands of dollars to an anti-Trump Republican PAC linked to our Sec of State in Nevada.

Explain to me exactly “what” an election company is doing donating to ANY political side of an election they are contracted to run?

https://360newslasvegas.com/nv-repub-insiders-took-from-dominion-election-systems/…NV Sec of State and 7 others
This claim about election fraud is disputed",4.3K,25.1K,57.2K
Catturd ™,@catturd2,2020-11-30T18:00:38.000Z,"Rudy Giuliani is presenting a ton of evidence. 

If you ignore or refuse to look at the mountain of evidence being presented - save your breath barking to us about there being no evidence. 

You can’t have it both ways.",8.4K,28.5K,110.4K
Kambree,@KamVTV,2020-11-30T18:34:13.000Z,"They never thought they would get caught. They did. Notice how quiet they are? If I was accused of cheating  I would fight like hell to clear my name. 

Nope. Their silence says it all.Learn about US 2020 election security efforts",6K,21.3K,74.8K
Catturd ™,@catturd2,2020-12-01T01:10:45.000Z,"Arizona Witness: Truck Loads of Ballots Kept Coming in For 10 Days After Elections Officials Thought They Were Done Counting Votes (VIDEO) via 
@gatewaypunditArizona Witness: Truck Loads of Ballots Kept Coming in For 10 Days After Elections Officials...
President Trump’s personal lawyer Rudy Giuliani and Trump campaign senior legal advisor Jenna Ellis appeared before Arizona state lawmakers in a public hearing on Monday. Several credible witnesses...
thegatewaypundit.com",2.7K,21.4K,58.1K
Catturd ™,@catturd2,2020-12-01T01:59:04.000Z,"They never thought Trump and We the People would call bullshit and fight back hard. 

They were wrong.",4.7K,24K,107K
thebradfordfile™,@thebradfordfile,2020-12-01T00:02:55.000Z,"Trump was never running against Biden. 

He was running against voter fraud.This claim about election fraud is disputed",3.9K,23K,100.2K
Donald J. Trump,@realDonaldTrump,2020-12-01T03:37:29.000Z,"Only in America!Quote Tweet
Dr. Steph
@steph93065
 · Nov 30
The democrat party has the brass balls to steal a Presidential election for a candidate their voters don't even like. 

The Republicans are too wimpy to stop absolute theft of the Presidency from a candidate 95% of their voters LOVE.
This claim about election fraud is disputed",9.6K,25K,116K
Donald J. Trump,@realDonaldTrump,2020-12-01T03:33:24.000Z,"Not statistically possible. Rigged Election!This claim about election fraud is disputed
Quote Tweet
Cerno
@Cernovich
 · Nov 30
Trump off ballot in 2018 

- GOP loses 40 House seats 

Trump on ballot 2020

- GOP holds every House seat 
- GOP gains 12 House seats 
- Statewide GOP’s make gain 

Trump had 95% party approval rating, highest ever.

But he lost.
Show this thread",9.4K,26K,112.7K
Donald J. Trump,@realDonaldTrump,2020-12-01T03:32:04.000Z,"Thank you! A lot of Senators and House Members are very happy that I came along. Think I’ll stick around for awhile!Quote Tweet
thebradfordfile™
@thebradfordfile
 · Nov 30
LOL. The GOP thinks Trump is just going to go away? He's the most popular Republican in history.",14.8K,39.6K,198.3K
thebradfordfile™,@thebradfordfile,2020-12-01T03:14:36.000Z,"Even CNN is now admitting China lied about Covid cases and deaths.

Trump was right--again.",3.1K,21.3K,93.4K
thebradfordfile™,@thebradfordfile,2020-12-01T03:21:20.000Z,"With each additional GOP win in the House, the ""Biden only"" votes look more suspect.",1.6K,12.2K,53K
Donald J. Trump,@realDonaldTrump,2020-12-01T03:13:58.000Z,"Donald Trump Calls In to Arizona Voter Fraud Hearing: We‘re Fighting Back https://breitbart.com/politics/2020/11/30/donald-trump-calls-in-to-arizona-voter-fraud-hearing-were-fighting-back/… via 
@BreitbartNews
. A very inspiring hearing. Such great support from both witnesses to election fraud and political leaders!Donald Trump Calls In to Arizona Voter Fraud Hearing: We're Fighting Back
President Donald Trump called in to a hearing with Republican lawmakers in Arizona, praising them for fighting Democrat election fraud.
breitbart.com",10.5K,25.7K,118.3K
Donald J. Trump,@realDonaldTrump,2020-11-30T23:40:10.000Z,"TRUE!Quote Tweet
Christina Bobb
@christina_bobb
 · Nov 30
Gov Ducey has betrayed the people of Arizona.",10.2K,29.6K,136.6K
Donald J. Trump,@realDonaldTrump,2020-11-30T23:39:19.000Z,"Why is he rushing to put a Democrat in office, especially when so many horrible things concerning voter fraud are being revealed at the hearing going on right now. 
@OANN
 What is going on with 
@dougducey
? Republicans will long remember!Quote Tweet
The Recount
@therecount
 · Nov 30
Gov. Ducey (R-AZ) certifies Biden’s win in Arizona, and announces he will sign documents today so that Senator-elect Mark Kelly (D) can be sworn in “as swiftly as possible.”

(Kelly will be sworn in on Wednesday, per reports. The Senate will then be 52R-48D.)",17.8K,29.3K,93.6K
